date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:58	13438/13438	---M--	200	added ('OK')	image/jpeg	etag:%22347e-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/user-05.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/user-05.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/activities)
20:20:01	13033/13033	---M--	200	added ('OK')	image/jpeg	etag:%2232e9-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/user-03.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/user-03.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/activities)
20:20:02	13214/13214	---M--	200	added ('OK')	image/jpeg	etag:%22339e-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/user-04.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/user-04.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/activities)
20:20:04	17552/17552	---M--	200	added ('OK')	image/jpeg	etag:%224490-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/blog/blog-8.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/blog/blog-8.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/activities)
20:20:04	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:04%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/profile)
20:20:05	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:05%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/profile)
20:20:05	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:05%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/profile)
20:20:07	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:07%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/edit-profile)
20:20:07	39094/39094	---M--	200	added ('OK')	image/jpeg	etag:%2298b6-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/doctor-03.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/doctor-03.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/profile)
20:20:07	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:07%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/edit-profile)
20:20:08	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:08%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/edit-profile)
20:20:08	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:08%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:09	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:09%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:09	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:09%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:10	63156/63156	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:10%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/localization-details	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/localization-details.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:11	65218/65218	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:10%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/payment-settings	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/payment-settings.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:11	62506/62506	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:11%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/email-settings	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/email-settings.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:11	63304/63304	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:11%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/social-settings	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/social-settings.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:12	62861/62861	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:12%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/social-links	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/social-links.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:12	59978/59978	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:12%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/seo-settings	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/seo-settings.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:14	60295/60295	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:13%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/theme-settings	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/theme-settings.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:14	59609/59609	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:13%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/change-password	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/change-password.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:15	68199/68199	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:50:15%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/others-settings	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/others-settings.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:16	10979/10979	---M--	200	added ('OK')	image/png	etag:%222ae3-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/logo-dark.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/logo-dark.png	(from https://preclinic.dreamstechnologies.com/laravel/template/public/settings)
20:20:17	153379/153379	---M--	200	added ('OK')	image/png	etag:%2225723-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/login-02.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/login-02.png	(from https://preclinic.dreamstechnologies.com/laravel/template/public/login)
20:20:18	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:18%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/login)
20:20:18	2617/2617	---M--	200	added ('OK')	image/png	etag:%22a39-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/login-logo.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/login-logo.png	(from https://preclinic.dreamstechnologies.com/laravel/template/public/login)
20:20:19	1193/1193	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224a9-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/login-icon-01.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/login-icon-01.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/login)
20:20:19	621/621	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2226d-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/login-icon-02.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/login-icon-02.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/login)
20:20:20	1098/1098	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2244a-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/login-icon-03.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/login-icon-03.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/login)
20:20:21	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:21%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:21	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:21%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:21	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:21%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:22	29098/29098	---M--	200	added ('OK')	image/png	etag:%2271aa-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/morning-img-02.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/morning-img-02.png	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:23	4044/4044	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fcc-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-01.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-01.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:23	1343/1343	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2253f-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-02.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-02.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:24	1146/1146	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2247a-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-03.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-03.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:24	1302/1302	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22516-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-04.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/doctor-dash-04.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:25	314/314	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2213a-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/sort-icon-01.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/sort-icon-01.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:26	347/347	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215b-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/sort-icon-02.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/sort-icon-02.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:26	1101/1101	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2244d-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/timer.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/timer.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:27	7075/7075	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2014:50:27%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/appointments.html	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/appointments-2.html	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:28	1632/1632	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22660-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/trash.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/trash.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:28	868/868	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22364-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/profile.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/profile.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:29	1631/1631	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265f-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/edit.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/edit.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-dashboard)
20:20:30	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:30%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:30	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:30%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:31	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:31%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:32	2862/2862	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b2e-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-01.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-01.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:32	26752/26752	---M--	200	added ('OK')	image/png	etag:%226880-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/morning-img-03.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/morning-img-03.png	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:33	2033/2033	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227f1-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-02.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-02.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:34	2154/2154	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2286a-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-03.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-03.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:34	928/928	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a0-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-04.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/report-icon-04.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:35	1855/1855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2273f-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/health-img.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/health-img.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/patient-dashboard)
20:20:36	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:36%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:36	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:36%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:37	518/518	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22206-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/plus.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/plus.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:38	1720/1720	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226b8-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/re-fresh.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/re-fresh.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:38	2637/2637	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a4d-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-01.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-01.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:39	1358/1358	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254e-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-02.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-02.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:40	4654/4654	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22122e-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-03.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-03.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:41	3541/3541	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd5-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-04.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/pdf-icon-04.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:42	7857/7857	---M--	200	added ('OK')	image/jpeg	etag:%221eb1-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profiles/avatar-01.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profiles/avatar-01.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:43	48315/48315	---M--	200	added ('OK')	image/jpeg	etag:%22bcbb-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profiles/avatar-06.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profiles/avatar-06.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctors)
20:20:43	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:43%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/add-doctor)
20:20:44	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:44%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/add-doctor)
20:20:44	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:44%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/edit-doctor)
20:20:45	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:45%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/edit-doctor)
20:20:45	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:45%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
20:20:46	844/844	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:50:46%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
20:20:48	25796/25796	---M--	200	added ('OK')	image/jpeg	etag:%2264c4-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profile-user.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profile-user.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
20:20:49	981/981	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223d5-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/camera-icon.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/camera-icon.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
20:20:49	228551/228551	---M--	200	added ('OK')	image/jpeg	etag:%2237cc7-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profile-bg.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/profile-bg.jpg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
20:20:50	1576/1576	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22628-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/medal-01.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/medal-01.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
20:20:50	1576/1576	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22628-61f3d12414f00%22	https://preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/medal-02.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/assets/img/icons/medal-02.svg	(from https://preclinic.dreamstechnologies.com/laravel/template/public/doctor-profile)
